sample_id,frame,year,title,author,label,raw_label,confidence,narrating_situation,agent_note,why,n_quotes,event_past,event_present,beat_past,beat_present,bucket_event,bucket_dialogue,bucket_gnomic,bucket_paratext,bucket_unclear
top2025:MY FRIENDS|Fredrik Backman,modern,2025,MY FRIENDS,Fredrik Backman,PRESENT,PRESENT,CONFLICT,simultaneous,Event excerpts combine present-moment narration about Ted and Louisa with past recollections/backstory; supplied excerpts support a simultaneous narrating situation with recollection rather than a single overall tense label.,"50% past / 50% present of 14, situation=simultaneous",52,7,6,0,1,13,3,30,1,5
top2025:NEVER FLINCH|Stephen King,modern,2025,NEVER FLINCH,Stephen King,PRESENT,PRESENT,high,simultaneous,"Event narration: 7 present, 0 past. Dialogue beats: 2 present, 0 past, 6 none. Present-tense event narration supports a simultaneous narrating situation; no overall book label calculated.","0% past / 100% present of 9, situation=simultaneous",23,0,7,0,2,7,8,7,0,1
top2025:NOT QUITE DEAD YET|,modern,2025,NOT QUITE DEAD YET,,PAST,PAST,high,retrospective,"38 quotes, both chunks complete. Third-person past narration with very heavy dialogue; quotation marks survive on most speech quotes, so mark-majority was the primary signal, with vocative/direct-address/register used only where marks were stripped. Event split 10 past / 1 present. The lone present quote (q10533) is a self-contained present-tense scene, not a strand visible elsewhere. Main residual risk: a cluster of first-person unmarked quotes (q10522, q10526, q10534, q10541, q10547, q10557) read as speech; q10540 has explicit letter framing and was read as event/past, and if that cluster is also epistolary the book gains a dual (recounting vs writing-moment) component.","95% past / 5% present of 22, situation=retrospective",38,10,1,11,0,11,22,4,0,1
top2025:ONYX STORM|Rebecca Yarros,modern,2025,ONYX STORM,Rebecca Yarros,PRESENT,PRESENT,high,simultaneous,"First-person present-tense narration. Quote set is heavily dialogue-selected (19 of 25) — typical of Goodreads romantasy pages — leaving only 3 usable event-narration quotes, all present. The strongest evidence is not the event count but the tags and beats attached to the dialogue quotes, which are uniformly present tense across 12 separate quotes (""I enunciate"", ""He cups"", ""Rhi snorts"", ""Xaden says"", ""He cradles"", ""I whisper"", ""He fucking smirks"", ""He lifts his head"", ""Ridoc says/asks"", ""Xaden slides"", ""Aaric asks"", ""I tell Tairn"") with zero past-tense tags. Mark survival is inconsistent: several quotes lost their opening quotation mark, so unmarked quotes were judged on vocatives and second-person address rather than punctuation; the four unmarked quotes with an addressee went to dialogue, the two without went to event. Two abstentions (q09648, q09661) are the only past-tense candidates in the set and both lack marks — under 5 event quotes, so this book is INSUFFICIENT by the thresholds and may need a deeper page fetch.","0% past / 100% present of 17, situation=simultaneous",25,0,3,0,14,3,19,0,1,2
top2025:QUICKSILVER|Callie Hart,modern,2025,QUICKSILVER,Callie Hart,PAST,PAST,high,retrospective,"First-person retrospective past narration (Saeris) with a very heavy dialogue load -- 59/81 quotes are speech. Quotation marks survive on roughly half the dialogue; where absent I used vocatives ('Saeris Fane', 'Little Osha', 'Alchemist'), 2nd-person address, imperatives, and responsive/retort register, recorded per quote. All 15 event quotes are past, 0 present. Two quotes that read as aphorisms (q10136, q10147, q10148) were kept as dialogue because they are imperatives to a listener; only q10150 and q10170 are true unaddressed gnomic present. Past-tense worldbuilding exposition (q10154, q10172, q10187, q10197) filed event/past per the gnomic-is-present-only rule. Abstained on q10146 (conditional 'would'), q10160 (generic 2nd-person maxim in past tense), q10200 and q10201 (unmarked first-person present/future with no addressee -- the only quotes that could add present evidence).","100% past / 0% present of 44, situation=retrospective",81,15,0,29,0,15,58,2,2,4
top2025:REMAIN|Nicholas Sparks with M. Night ,modern,2025,REMAIN,Nicholas Sparks with M. Night Shyamalan,PAST,PAST,med,retrospective,Four event-narration excerpts are all past-tense. This is below the five-event threshold for an overall tense label; narrating situation reflects the supplied event evidence only.,"100% past / 0% present of 5, situation=retrospective",16,4,0,1,0,4,3,8,0,1
top2025:SAY YOU'LL REMEMBER ME|Abby Jimenez,modern,2025,SAY YOU'LL REMEMBER ME,Abby Jimenez,PAST,PAST,high,retrospective,32 event quotes: 22 past and 10 present. Past event narration predominates; the supplied excerpts do not establish a dual writing-position form.,"74% past / 26% present of 39, situation=retrospective",62,22,10,7,0,32,15,14,0,1
top2025:STRANGERS IN TIME|David Baldacci,modern,2025,STRANGERS IN TIME,David Baldacci,PAST,PAST,med,retrospective,Six event-narration excerpts are past-tense and no event excerpt is present-tense. Dialogue beats provide one additional past-tense corroboration.,"100% past / 0% present of 7, situation=retrospective",22,6,0,1,0,6,5,9,1,1
top2025:SUMMER IN THE CITY|Alex Aster,modern,2025,SUMMER IN THE CITY,Alex Aster,PRESENT,PRESENT,high,simultaneous,"First-person present-tense narration; the present event quotes report specific moments as they happen ('He kisses me until my head empties', 'Something in my chest tightens', 'I go to bed'). All four past event quotes are a recollection/backstory strand - a mother's told wisdom, a mother's dreams, a woman who 'locked herself like a prison', and the narrator's own 'One day, I woke up'. Two of those four (q10639, q10646) are internally mixed, pairing a past clause with a present-tense coda, and would push the split to 10/2 present if read the other way. Heavy dialogue and aphorism yield here is typical of the source's quotability bias; gnomic applied only to present-tense generalizations beyond the story world.","25% past / 75% present of 16, situation=simultaneous",26,4,8,0,4,12,8,6,0,0
top2025:THE ACADEMY|Elin Hilderbrand and Shelby Cu,modern,2025,THE ACADEMY,Elin Hilderbrand and Shelby Cunningham,PRESENT,PRESENT,high,simultaneous,"Event narration is overwhelmingly present at story moments, with one past-tense expository quote; no supplied excerpt establishes a retrospective or dual narrating frame.","8% past / 92% present of 12, situation=simultaneous",24,1,9,0,2,10,2,7,1,4
top2025:THE CORRESPONDENT|Virginia Evans,modern,2025,THE CORRESPONDENT,Virginia Evans,OTHER,DUAL,high,dual,The supplied excerpts show a letter-writing present alongside retrospective recollection; no overall book tense label calculated.,"33% past / 67% present of 43, situation=dual",64,13,29,1,0,42,4,14,2,2
top2025:THE EMPEROR OF GLADNESS|Ocean Vuong,modern,2025,THE EMPEROR OF GLADNESS,Ocean Vuong,PAST,PAST,high,retrospective,,"94% past / 6% present of 31, situation=retrospective",49,23,2,6,0,25,16,7,1,0
top2025:THE INTRUDER|Freida McFadden,modern,2025,THE INTRUDER,Freida McFadden,PRESENT,PRESENT,high,simultaneous,Present-tense story-moment narration predominates; the past event excerpts are recollection or retrospective exposition.,"25% past / 75% present of 16, situation=simultaneous",19,4,11,0,1,15,3,0,0,1
top2025:THE KNIGHT AND THE MOTH|Rachel Gillig,modern,2025,THE KNIGHT AND THE MOTH,Rachel Gillig,PAST,PAST,high,retrospective,"First-person narrator. Every narration beat embedded in the dialogue quotes is past tense ('My hammer collided', 'The gargoyle led me down the nave', 'six silk robes waited', 'I whispered', 'Rory's eyes flitted', 'was trained on Four'), which is the strongest available evidence and points retrospective. Quotation marks survive on most multi-speaker quotes, so mark-majority was the primary dialogue signal; for the unmarked ones (q10060, q10061, q10062, q10072, q10078) the signal was vocative/direct address and register. Page is heavily aphoristic: 7 gnomic of 26. Only 4 event quotes (2 past / 2 present) -- thin, and both present ones are reflective first-person states rather than moment-by-moment action, so they are the softest calls here. q10061 is worth a second look: read as speech to the gargoyle it is dialogue, but read as the novel's oral frame it would be event/present and would shift the narrating situation toward dual.","83% past / 17% present of 12, situation=retrospective",26,2,2,8,0,4,14,7,1,0
top2025:THE PERFECT DIVORCE|Jeneva Rose,modern,2025,THE PERFECT DIVORCE,Jeneva Rose,PRESENT,PRESENT,high,simultaneous,"First-person present-tense narration, apparently multiple narrators (a wife/ex-wife strand and a law-enforcement strand). 21 event quotes, 17 present / 4 past (81% present); the past minority is entirely backstory/recollection - the first husband Adam, the marriage to Bob, motherhood - so this fits METHODOLOGY's 'Present + recollection strand' row (80-85% band, flag for audit). Heavy gnomic load (16 of 42): this book is extremely aphoristic and a two-bucket filter would badly inflate its present-tense evidence. Quotation marks survive well in this book, so dialogue was set by mark-majority except q10041, set by direct-address/register. Several quotes are proverb-plus-scene composites (q10015, q10019, q10031, q10047, q10048, q10053) and were bucketed on their anchoring finite clause.","18% past / 82% present of 22, situation=simultaneous",42,4,17,0,1,21,4,16,0,1
top2025:THE SECRET OF SECRETS|Dan Brown,modern,2025,THE SECRET OF SECRETS,Dan Brown,PAST,PAST,high,retrospective,Event narration is 4 past / 1 present. The lone present event is a first-person present reflection; dialogue beats are consistently past where present.,"92% past / 8% present of 13, situation=retrospective",22,4,1,8,0,5,9,7,1,0
top2025:THE WIDOW|John Grisham,modern,2025,THE WIDOW,John Grisham,PAST,PAST,high,retrospective,The usable event narration is consistently retrospective; dialogue action beats that are present are not present in the supplied dialogue excerpts. No overall book label calculated.,"100% past / 0% present of 10, situation=retrospective",16,9,0,1,0,9,3,0,0,4
top2025:TWICE|Mitch Albom,modern,2025,TWICE,Mitch Albom,PAST,PAST,med,retrospective,"First-person retrospective narration, past tense in every event quote (4/4 past, 0 present). Overwhelmingly aphoristic sample: 16 of 25 quotes are gnomic present-tense generalization, which is exactly the false-present contamination METHODOLOGY warns about -- a two-bucket filter would read this book as present. Quotation marks survived on only one quote (q10118); for q10100 and q10104 the dialogue call rests on vocatives ('Alfie', 'Boss') and direct-address register, recorded per quote. Event-narration yield is 4, below the >=5 threshold for HIGH CONF PAST, so this is INSUFFICIENT on page 1 and needs a further page fetched before labeling. Two mixed event/gnomic quotes (q10105, q10114) were called on their leading specific clause; if both were re-read as gnomic the yield would drop to 2.","100% past / 0% present of 5, situation=retrospective",25,4,0,1,0,4,3,16,2,0
